Year,CrestFactorLow,CrestFactorMid,CrestFactorHigh,ChannelCorrelationLow,ChannelCorrelationMid,ChannelCorrelationHigh,RMSHigh,RMSMid,RMSLow,PhaseSpaceHigh,PhaseSpaceMid,PhaseSpaceLow,PeakMeterHigh,PeakMeterMid,PeakMeterLow
1995,11.269014401544013,15.489585888904552,19.473241426217744,0.9199600574616147,0.8446134300350457,0.7811795234380083,-36.37388360603729,-27.86387943734014,-27.585555257913768,0.023145005756672523,0.032659779870588185,0.02844725233629915,-16.90064217981954,-12.37429354843559,-16.31654085636976
1996,11.748618658634603,15.56557319279097,19.839838282131694,0.9271473200954272,0.854422726159351,0.8116390141183696,-37.55000676330576,-27.519000257478066,-30.238367791174316,0.021925028947032115,0.03478385236576787,0.027378547820165078,-17.71016848117407,-11.953427064687096,-18.489749132539707
1997,11.674524566740399,15.891839908174397,20.13420468943187,0.9507440359816662,0.9067124202863255,0.8595843110204546,-36.90406881415151,-29.20022263124665,-30.14303438102572,0.022910095881839683,0.03024304529247082,0.02763071926015727,-16.769864124719636,-13.308382723072251,-18.468509814285323
1998,11.573920878153105,15.401265266586421,19.335226415215033,0.934219279430325,0.8732274745470706,0.8283978549949834,-37.251874897053575,-26.46574429296838,-29.629588250541143,0.021363286239936132,0.037269097194472946,0.027974793585670715,-17.916648481838553,-11.06447902638197,-18.055667372388047
1999,11.8651707925422,15.925498540092216,19.82480809854694,0.9383615284701212,0.9030943112142374,0.8585483180364657,-35.436312785769296,-26.447712335788324,-28.882294344637945,0.02545639714095406,0.039719083744451565,0.02916025468220064,-15.611504687222359,-10.5222137956961,-17.01712355209573
2000,11.868762222558304,15.751981843694816,19.724322184425265,0.9047871817049513,0.8433341986843973,0.7783826992316136,-35.1827259584863,-25.808134435049087,-28.939903938410875,0.02666781103373486,0.04268351784960577,0.03371349870717598,-15.45840377406104,-10.056152591354268,-17.071141715852566
2001,11.713606734484225,15.778888942764366,19.547924916671487,0.9195293518217457,0.8372215978958143,0.7802164086336434,-34.55864640944158,-25.889412253643112,-28.46277962149488,0.02702293237757424,0.04153200586315853,0.03026150409157782,-15.010721492770093,-10.110523310878753,-16.74917288701065
2002,11.675038524044867,15.431099257825249,19.76077942433607,0.9094374292645523,0.8080526421645959,0.7720976259277449,-34.194224823055904,-24.698463461856335,-27.316972086227022,0.028838770705922702,0.044429943674870374,0.032196402270736155,-14.433445398719844,-9.267364204031088,-15.641933562182158
2003,11.784556789772669,15.818714221131184,19.28608068031444,0.858186909162479,0.7733583868070553,0.7277807344673369,-33.43362179659373,-25.267195490681612,-29.180914081247842,0.029299617840976736,0.044851994527442894,0.030454151278708073,-14.147541116279285,-9.448481269550431,-17.39635729147517
2004,10.857380178088995,15.34228757776272,19.47429289457678,0.9306766242046208,0.831131270464478,0.8279795475529768,-34.09584255126029,-24.411068780936503,-25.39731963602085,0.027054489991887164,0.04426268808786971,0.0321882910026097,-14.621549656683504,-9.068781203173787,-14.539939457931853
2005,11.168423788796094,15.426398682782775,19.567396001133126,0.9065967924044877,0.8271939635304301,0.8040020117057276,-35.387608506397186,-25.660284473291377,-26.887138668740246,0.025519225897062337,0.041132715064934135,0.03257450068712835,-15.82021250526406,-10.2338857905086,-15.718714879944152
2006,10.724252914824815,15.58302669591384,19.780798463570715,0.8931488896247589,0.755328852322165,0.68778420159162,-35.982078701739255,-27.165899975717352,-26.867289464727982,0.025208354606476996,0.0371780741818149,0.0328657627921511,-16.201280238168536,-11.582873279803518,-16.143036549903158
2007,10.95765162856844,15.24493788650702,18.759844693421165,0.8933074782042465,0.7477396060696475,0.6991021287045011,-33.783025037856426,-24.485635193158892,-26.21276915365159,0.0264753816117777,0.043052019515351155,0.031775785535453085,-15.02318034443526,-9.240697306651867,-15.255117525083143
2008,11.161461301966234,15.31287482332741,19.26085905163367,0.8839528069042314,0.7735297942523424,0.7590791588798352,-34.92957176091574,-24.70529169147138,-27.032246432233602,0.025532064214056426,0.042939887508441625,0.03448404118035664,-15.668712709282069,-9.392416868143966,-15.870785130267365
2009,11.050218712731816,15.67012963380486,19.284544168990355,0.9227250119829695,0.8148057770767495,0.7970230220997336,-32.41446154297987,-24.690182061397344,-26.21764425874519,0.03132612208851398,0.047293441157639754,0.03161335160132032,-13.12991737398952,-9.020052427592482,-15.16742554601337
2010,10.711475718889394,15.230907216633526,19.288160918151473,0.8702222900529298,0.7244288075172726,0.7344740888700053,-33.653686207964675,-23.689727881487787,-23.797975932403137,0.028751250721754638,0.04778951832062792,0.03806286779285404,-14.365525289813194,-8.458820664854272,-13.086500213513743
2011,10.32616916491473,15.23494017569352,18.974259977840948,0.8785774669219478,0.7165323097867979,0.7259728316450327,-34.23366181959065,-24.016234386003696,-24.86715605243007,0.026455504761426496,0.04572880281873747,0.0360104555931331,-15.259401841749717,-8.78129421031017,-14.540986887515345
2012,10.138901954710693,15.331394195212159,18.724800234050043,0.8841078783149076,0.6656864463354746,0.6745405898092526,-32.34389071387722,-24.196947712821512,-24.01293995923601,0.03034814109938617,0.04532388071104093,0.03560011339645052,-13.619090479827166,-8.865553517609351,-13.874038004525323
2013,10.276851531029717,15.164122274726143,19.10842123019472,0.8738955508765461,0.6902168162906824,0.6872508558305155,-34.10018734940546,-23.607104532322513,-24.238216841115495,0.028311112218238697,0.04738853462571745,0.036456112592227925,-14.991766119210737,-8.442982257596368,-13.961365310085776
2014,10.44436783611903,15.00433870247312,19.079007121883077,0.8709630288566507,0.7084699643684836,0.6846818230820081,-35.43016333519691,-24.157759720096607,-26.34837800376599,0.026122529812066603,0.04581557799304516,0.03515751133398471,-16.35115621331382,-9.153421017623492,-15.90401016764697
2015,10.345619939658802,15.012986170134099,18.86167990317833,0.8760314768128602,0.6715262571527317,0.640957699043838,-34.55411277330906,-24.306325921107213,-25.342203529479352,0.0264442801269199,0.044760192137111035,0.03514111647194134,-15.692432870130727,-9.293339750973113,-14.996583589820544
2016,10.471434662228662,14.938687099101065,18.996925045166055,0.8373835821028867,0.6423686747482906,0.6411958479491119,-36.22420241888772,-24.43027279849076,-25.76311754142098,0.024559785337765982,0.04460053804319867,0.03491855028860881,-17.227277373721666,-9.491585699389695,-15.291682879192308
2017,10.063655622171828,15.050386575791212,19.20689532260803,0.8586650144820436,0.7234462260474567,0.7129795270768728,-35.2149600594875,-24.242078385045687,-24.760268209515427,0.026275303742952307,0.0447497997835564,0.03845001318920071,-16.008064736879483,-9.191691809254463,-14.696612587343594
2018,10.347935542597245,14.961331275571936,19.74725533515846,0.8447203104493792,0.6882842770508708,0.7032025939323224,-37.01515946506232,-24.803402844463367,-26.199457480813788,0.024669281091328356,0.043073857798615105,0.03730526739799788,-17.26790412990386,-9.842071568891425,-15.85152193821654
2019,10.406008347888202,14.792402439005526,19.450276261513913,0.8287111810003304,0.6910634818125022,0.7171176553573987,-36.77757895535918,-24.31086324757379,-27.481406995321805,0.0240939813987477,0.04300879218593673,0.032704893834273434,-17.32730269384527,-9.518460808568266,-17.075398647433605
2020,10.115689847985415,15.015614063586614,19.80408059890254,0.8993995890043402,0.7780866955537449,0.7765409316855955,-35.92904912150078,-24.353402922075038,-25.2295296308197,0.026414271056985152,0.04374662367492688,0.03572383567095198,-16.12496852259825,-9.337788858488425,-15.113839782834278
2021,10.255337554869508,15.138279613682771,19.817761155939962,0.8561492562748834,0.7203950887327065,0.6999581656832409,-37.10645146096648,-25.500048530829307,-24.907754473355354,0.024338071325388105,0.039729992655421514,0.03825584734112551,-17.28869030502652,-10.361768917146538,-14.652416918485843
2022,10.109624225046213,14.917411524422794,19.386398339888043,0.8926942065664146,0.7377073787452829,0.7444891287422654,-36.52061163816777,-24.29237708697816,-24.704724432913853,0.024855941732305833,0.044163008663896795,0.03618208629992067,-17.134213298279736,-9.374965562555369,-14.595100207867645
2023,10.935255180993304,14.89643758530022,19.28190186199603,0.7940468663067494,0.6791940338706143,0.6498145392078035,-36.17712185645586,-23.806238764950397,-27.359939591541913,0.025196322129858364,0.04682579520310837,0.033224602877691106,-16.89521999445982,-8.909801179650172,-16.424684410548615
2024,10.45684689683784,15.125898485639988,19.01059420751795,0.8698811799308332,0.77161599182414,0.7232470995991412,-35.36115595194512,-24.725349106570018,-24.790761275200435,0.02397159095467505,0.04187003264571547,0.03757850389122913,-16.35056174442717,-9.599450620930028,-14.333914378362595
