Year,CrestFactorLow,CrestFactorMid,CrestFactorHigh,ChannelCorrelationLow,ChannelCorrelationMid,ChannelCorrelationHigh,RMSHigh,RMSMid,RMSLow,PhaseSpaceHigh,PhaseSpaceMid,PhaseSpaceLow,PeakMeterHigh,PeakMeterMid,PeakMeterLow
1980,12.749885900718084,15.535580026133085,19.796117835097505,0.8996863935043006,0.8129345345651966,0.7063963455733375,-41.562252938969976,-30.45011044250429,-36.56725117434418,0.01489707861605852,0.02574176714975513,0.015015809041162257,-21.766135103872475,-14.914530416371203,-23.817365273626095
1984,12.564249813900194,16.09402337774518,19.196199313546636,0.7011581645289475,0.6000001455278045,0.4561324586331331,-34.740219418477,-29.011976413167655,-34.445612764348446,0.02706866624989273,0.03530438195955428,0.020752554022166646,-15.544020104930368,-12.917953035422476,-21.88136295044825
1985,11.315820061895284,16.54066916930211,18.937052485059507,0.8608455349573065,0.852428662312656,0.7857296190433021,-33.71632510890003,-31.622193348588333,-29.457302393937475,0.02553533645625728,0.03164874395344416,0.025302059718248913,-14.77927262384052,-15.08152417928622,-18.14148233204219
1986,12.903548705447262,15.933796092034811,19.653735978097252,0.838639989534,0.8134665747400324,0.8104057290848072,-34.36642785373089,-31.902002912057796,-36.12553169885241,0.028395944106163924,0.023687320776343113,0.015736800543371628,-14.712691875633638,-15.968206820022985,-23.22198299340515
1987,11.952659640086496,15.70660946479349,19.172742983918923,0.7355901763630088,0.5639642748859225,0.5853350759568463,-37.18368874585997,-32.2013407632921,-34.89520821212536,0.020763496160361626,0.021324044266948103,0.017027149879049686,-18.010945761941052,-16.494731298498618,-22.942548572038856
1988,11.768369671544043,16.076815317810894,19.192290678070073,0.8917023734272834,0.8542271835547994,0.7883772675479116,-34.62598386128944,-30.14419106413387,-31.78920089931687,0.026577044466150602,0.030282425990218798,0.022759524441182333,-15.433693183219383,-14.067375746322973,-20.020831227772828
1989,11.243404876105066,15.598442933969173,19.508176148927394,0.9246547694912112,0.8397419562688504,0.6473068275884631,-39.09523535765178,-31.56578339439906,-29.951327338408202,0.017414498573189347,0.02454884724384737,0.020838422212995266,-19.58705920872438,-15.967340460429888,-18.70792246230314
1990,11.70068015483185,15.59338794525282,18.465197281512822,0.9298744721548944,0.8775551515576976,0.8085131348210982,-36.0194875951772,-29.550576127330803,-29.458147632874248,0.018452013351782554,0.025168505612567577,0.021514878434895378,-17.55429031366439,-13.95718818207799,-17.757467478042393
1991,11.742086193548898,15.60181238016926,19.290780537609944,0.9521963397842492,0.8876066281620258,0.7985342685145521,-36.990637955542155,-29.730869685485814,-29.48112356212618,0.02034071315184357,0.026731424048511046,0.02198640653852388,-17.699857417932215,-14.129057305316556,-17.739037368577286
1992,11.308153134550537,15.880252789778197,18.642288543190826,0.9496742057776149,0.8323071389180736,0.771981560740457,-31.776989578222445,-26.734774295060422,-27.74834574537599,0.030038049356802488,0.03589590399402293,0.02790481015836826,-13.13470103503162,-10.854521505282221,-16.440192610825456
1993,11.568455721569809,15.942415083181341,19.334589232824293,0.9792293574309606,0.9168220991267745,0.8682531706819108,-37.01351638182725,-29.20422962180053,-28.756381674910095,0.02067231278300547,0.029968589372398935,0.026301111283085387,-17.67892714900297,-13.261814538619191,-17.187925953340283
1994,11.595246016502058,15.457471866795387,19.69798621797876,0.9211397788496098,0.8700459134294212,0.7870220081204424,-37.82521448494487,-28.27342201747292,-28.39321224028191,0.02128499707270212,0.03296050541246906,0.029436151891182316,-18.127228266966124,-12.815950150677535,-16.797966223779845
